title,released,gf_score,metascore,genre,description,cover_art_url
Metal Gear Solid 3: Subsistence,"March 14, 2006",4.6,94,Miscellaneous » Compilation,"Set in 1964 (thirty years before the events of the original Metal Gear), the story centers on the FOX operative codenamed Naked Snake as he attempts to rescue a Russian rocket scientist by the name of Nikolai Stepanovich Sokolov, sabotage an experimental superweapon, and assassinate his defected former boss. While previous games were set in a primarily urban environment, Snake Eater adopts a 1960s Soviet jungle setting, with the high tech, near-future trappings of previous Metal Gear Solid games being replaced with the wilderness. While the setting has changed, the game's focus remains on stealth and infiltration, while retaining the series' self-referential, fourth-wall-breaking sense of humor. The story of Snake Eater is told through numerous cutscenes and radio conversations.",https://i.postimg.cc/s29hhZjR/391529f7-9dac-471b-bb8f-6f32fb0b4bc6.jpg
Metal Gear Solid 3: Snake Eater,"November 17, 2004",4.57,91,Action Adventure » General,"Set in 1964 (thirty years before the events of the original Metal Gear), the story centers on the FOX operative codenamed Naked Snake as he attempts to rescue a Russian rocket scientist by the name of Nikolai Stepanovich Sokolov, sabotage an experimental superweapon, and assassinate his defected former boss. While previous games were set in a primarily urban environment, Snake Eater adopts a 1960s Soviet jungle setting, with the high tech, near-future trappings of previous Metal Gear Solid games being replaced with the wilderness. While the setting has changed, the game's focus remains on stealth and infiltration, while retaining the series' self-referential, fourth-wall-breaking sense of humor. The story of Snake Eater is told through numerous cutscenes and radio conversations.",https://i.postimg.cc/6524hPWc/e8fb6be7-937e-4147-b64c-2002381bf024.jpg
Kingdom Hearts II: Final Mix +,"March 29, 2007",4.56,,Miscellaneous » Compilation,"Kingdom Hearts II is a 2005 action role-playing game developed and published by Square Enix for the PlayStation 2 video game console. The game is a sequel to Kingdom Hearts, and like the original game, combines characters and settings from Disney films with those of Square Enix's Final Fantasy series. The game's popularity has resulted in a novel and manga series based upon it and a Japan-exclusive re-released version of the game featuring extra content, Kingdom Hearts II Final Mix, released in March 2007.",https://images.launchbox-app.com/afa65a82-f5f8-481c-878f-0d40ec861426.jpg
Shin Megami Tensei: Persona 4,"December 9, 2008",4.55,90,Action Adventure » General,"Persona 4 is a role-playing video game developed and published by Atlus for the PlayStation 2, and chronologically the fifth installment in the Persona series, itself a part of the larger Megami Tensei franchise. The game was released in Japan in July 2008, North America in December 2008, and Europe in March 2009. Persona 4 takes place in a fictional Japanese countryside and is indirectly related to earlier Persona games. The player-named protagonist is a high-school student who moved into the countryside from the city for a year. During his year-long stay, he becomes involved in investigating mysterious murders while harnessing the power of summoning Persona. The game features a weather forecast system with events happening on foggy days to replace the moon phase system implemented in the previous games.",https://i.postimg.cc/brGr3Ghr/88dd3c72-663f-4262-a85d-0ba96f2a99ab.jpg
Metal Gear Solid: The Essential Collection,"March 18, 2008",4.54,,Miscellaneous » Compilation,"Metal Gear Solid is an action-adventure stealth video game developed by Konami Computer Entertainment Japan and released for the PlayStation in 1998. The game was directed, produced, and written by Hideo Kojima, and serves as a sequel to the MSX2 video games Metal Gear and Metal Gear 2: Solid Snake, which Kojima also worked on. The game was first unveiled in the Tokyo Game Show in 1996 and subsequently shown in the Electronic Entertainment Expo in 1997, before eventually releasing in late 1998.",https://i.postimg.cc/dDPs646N/8e5dc888-ff79-437e-8685-acae479832f3.jpg
Shadow of the Colossus,"October 18, 2005",4.51,91,Action Adventure » General,"Shadow of the Colossus, released in Japan as Wander and the Colossus, is an action-adventure game developed by SCE Japan Studio and Team Ico, and published by Sony Computer Entertainment for the PlayStation 2. The game was released in North America and Japan in October 2005 and PAL regions in February 2006. It was directed by Fumito Ueda and developed at SCEI's International Production Studio 1, also known as Team Ico; the same development team responsible for the cult hit Ico, to which the game is considered a spiritual successor.",https://i.postimg.cc/CKPf7pqv/9aebf511-d739-4c8e-b38c-133ed56e778a.jpg
Okami,"September 19, 2006",4.45,93,Action Adventure » General,"Ōkami is an action-adventure video game developed by Clover Studio and published by Capcom. It was released for Sony Computer Entertainment's PlayStation 2 video game console in 2006 in Japan and North America, and in 2007 in Europe and Australia. Despite the closure of Clover Studio a few months after the game's initial release, a version for Nintendo's Wii console was developed and produced by Ready at Dawn, Tose and Capcom, which was released in North America in April 2008, in Europe in June 2008, and in Japan in October 2009.",https://i.postimg.cc/s2XMvHN5/fa7e3762-87ac-489f-9ce4-6571d9117709.jpg
Shin Megami Tensei: Persona 3 FES,"April 22, 2008",4.45,89,Role-Playing » Japanese-Style,"Persona 3 is a role-playing video game developed by Atlus, and chronologically the fourth installment in the Persona series, a subseries of the Megami Tensei franchise. Persona 3 was originally published in 2006 on the PlayStation 2 by Atlus in Japan; the North American release of the game was delayed until 2007 due to issues with the publication of the official art book. Persona 3 FES, a director's cut version containing a new playable epilogue among other changes, was released in Japan in 2007 and worldwide the following year.",https://i.postimg.cc/PJGJVXrM/20ecf2a3-c89c-478f-afe1-57c47d976c8a.jpg
Silent Hill 2,"September 24, 2001",4.43,89,Action Adventure » Survival,"Silent Hill 2 is a survival horror video game published by Konami for the PlayStation 2 and developed by Team Silent, part of Konami Computer Entertainment Tokyo. It was released in September 2001 as the second installment in the Silent Hill series. An extended version containing an extra bonus scenario and other additions was published for Xbox in December of the same year. In 2002 it was ported to Windows. A remastered high-definition version was released for the PlayStation 3 and the Xbox 360 in 2012 as part of the Silent Hill HD Collection.",https://i.postimg.cc/5t6txYX3/c4007fff-9166-4389-83b6-e338c2278a29.jpg
Kingdom Hearts II,"March 28, 2006",4.43,87,Role-Playing » Action RPG,"Kingdom Hearts II is a 2005 action role-playing game developed and published by Square Enix for the PlayStation 2 video game console. The game is a sequel to Kingdom Hearts, and like the original game, combines characters and settings from Disney films with those of Square Enix's Final Fantasy series. The game's popularity has resulted in a novel and manga series based upon it and a Japan-exclusive re-released version of the game featuring extra content, Kingdom Hearts II Final Mix, released in March 2007.",https://i.postimg.cc/BQ4Qjw8t/1c8b27cb-a5a0-419e-b369-f050752f3e07.jpg
