title,released,gf_score,metascore,genre,description,cover_art_url
Star Trek: Strategic Operations Simulator,1983,4.46,,Simulation - Space - Combat,"Star Trek: Strategic Operations Simulator (also known as Star Trek: SOS and Star Trek Arcade) is a space combat simulationarcade game based on the original Star Trek television program and movie series, and released by Sega in 1983. It is a vector game, with both a two-dimensional display and a three-dimensional first-person perspective. The player controls the Starship Enterprise, and must defend sectors from invading Klingon ships.",https://images.launchbox-app.com/4feaaf19-e9be-4f45-a985-1a5ec63c0207.jpg
Qix,1982,4.38,,Puzzle - Action,"Qix (クイックス Kuikkusu) (pronounced ""kicks"") is an arcade gamedeveloped by Taito America Corporation and released in October 1981. The objective of Qix is to fence off, or claim, a supermajorityof the playfield. At the start of each level, the playing field is a large, empty rectangle, containing the ""Qix""—a stick-like entity that performs graceful but unpredictable motions within the confines of the rectangle.",https://images.launchbox-app.com/77bbaa7e-7d04-46c8-b136-98068c9d4c26.jpg
Mountain King,1984,4.38,,Action - Platformer - 2D,"Mountain King is a scrolling platform video game released by CBS Electronics in 1983. It was available on the Atari 2600, Atari 5200, Atari 8-bit family, ColecoVision, Commodore 64, and VIC-20.",https://images.launchbox-app.com/34219c92-b6d9-4ce7-9b77-99535bf35e24.jpg
Space Dungeon,1983,4.38,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Space Dungeon is a multidirectional shooter released in arcades by Taito in 1981. Designed and programmed by Rex Battenberg, it was available both as a conversion kit and full arcade cabinet. An Atari 5200 port was released in 1983.",https://images.launchbox-app.com/820cfcb9-7f4c-4f37-b840-ba0cda182b3e.jpg
Gorf,1983,4.33,,Action - Shooter - Shoot-'Em-Up - Vertical,"Gorf is an arcade game released in 1981 by Midway Mfg., whose name was advertised as an acronym for ""Galactic Orbiting Robot Force"". It is a multiple-mission fixed shooter with five distinct modes of play, essentially making it five games in one. The game makes heavy use of synthesized speech, powered by the Votrax speech chip. One of the first games to allow the player to buy additional lives before starting the game, Gorf allows the player to insert extra coins to buy up to seven starting lives.",https://images.launchbox-app.com/e9320c04-6966-494a-adf3-7db0a32b1060.jpg
Star Raiders,1982,4.31,,Simulation - Space - Combat,"Star Raiders is a first-person space combat simulator for the Atari 8-bit family of computers. It was written by Doug Neubauer, an Atari employee, and released in cartridge form by Atari in 1979. The game is commonly referred to as the platform's killer app. It was later ported to the Atari 2600, Atari 5200, and Atari ST.",https://images.launchbox-app.com/52ae4237-969e-4f4e-80b9-075c900c49f5.jpg
Jungle Hunt,1983,4.25,,Action - Platformer - 2D,"Jungle Hunt (ジヤングル・ハン卜) is a right-to-left side-scrollingarcade game produced and released by Taito in 1982. It was initially released as Jungle King, but changed as a result of copyright disputes. Published the same year as Moon Patrol, Jungle Hunt is one of the first video games to use parallax scrolling.",https://images.launchbox-app.com/c41797ee-76d1-4185-bc19-b7dcdec6eddd.jpg
K-Razy Shoot-out,1982,4.25,,Action - Shooter - Shoot-'Em-Up - Top-Down,"K-Razy Shoot-Out is a clone of the arcade game Berzerk developed by K-Byte, a division of Kay Enterprises, and released for the Atari 8-bit family in 1981. The game was written by Torre Meeder and Keith Dreyer, and was the first Atari 8-bit cartridge from a third-party developer. An Atari 5200 version followed in 1983. The team of Dreyer and Meeder also wrote the 1983 Atari 8-bit game Boulders and Bombs.",https://images.launchbox-app.com/33c7d758-b6ce-4304-8c4b-808ab47b2847.jpg
Meteorites,1984,4.21,,Action - Shooter - Shoot-'Em-Up - Top-Down,,https://images.launchbox-app.com/c8d4bce4-9f4f-4591-a180-dd973388c1ce.jpg
River Raid,1983,4.18,,Action - Shooter - Shoot-'Em-Up - Vertical,"River Raid is a vertically scrolling shooter designed and programmed by Carol Shaw and published by Activision in 1982 for the Atari 2600video game console. Over a million game cartridges were sold.Activision later ported the title to the Atari 5200, ColecoVision, and Intellivision consoles, as well as to the Commodore 64, IBM PCjr, MSX, ZX Spectrum, and Atari 8-bit family. Shaw did the Atari 8-bit and Atari 5200 ports herself.",https://images.launchbox-app.com/4d489264-8e10-4465-8b21-331f5794f5ca.jpg
