title,released,gf_score,metascore,genre,description,cover_art_url
Scrapyard Dog,1991,4.36,,Action - Platformer - 2D,,https://images.launchbox-app.com/4f62e3e2-a738-4a5c-806c-a8297599da7b.jpg
Midnight Mutants,1990,4.32,,Action Adventure - General,"Midnight Mutants is an action-adventure game for the Atari 7800ProSystem, developed by Radioactive Software and published by Atari Corporation in 1990. It features a likeness of Al Lewis, dressed as Grandpa Munster, playing the role of ""Grampa."" The game, along with Sentinel, was one of the last releases by Atari for the Atari 7800.",https://images.launchbox-app.com/54a4f635-bda6-4981-a07f-f29c9d2483bc.jpg
Fatal Run,1991,4.25,,Racing - Arcade - Automobile,,https://images.launchbox-app.com/30523944-a294-43bc-95ce-766723cfa2fc.jpg
Summer Games,1987,4.25,,Sports - Individual - Athletics,"Summer Games is a sports video game developed by Epyx and released by U.S. Gold based on sports featured in the Summer Olympic Games. Released in 1984 for the Commodore 64, it was ported to the Apple II, Atari 2600, Atari 7800, Atari 8-bit family, and Sega Master System. Amiga, ZX Spectrum, Amstrad CPC and Atari ST versions were also created for inclusion in compilations. In 2004 it was re-released on the C64 Direct-to-TV.",https://images.launchbox-app.com/d42da48c-4747-43f1-97c8-1aafaa3535cb.jpg
Food Fight,1986,4.16,,Action - Arcade,"Food Fight (also styled as Charley Chuck's Food Fight) is an arcade game developed by General Computer Corporation and released by Atari, Inc. in March 1983. The player guides Charley Chuck, who is trying to eat an ice cream cone before it melts, while avoiding four chefs bent on stopping him. The game sold 1,951 arcade cabinets.",https://images.launchbox-app.com/foodf.png
Ms. Pac-Man,1987,4.02,,Action - Arcade,"Ms. Pac-Man is the second game in the Pac-Man series, released in arcades in February 1982. Ms. Pac-Man introduced a female protagonist, four different mazes, more colorful graphics, and several gameplay changes.",https://images.launchbox-app.com/d1dec783-42ff-4cf5-aa61-a7148dd091d1.jpg
Dig Dug,1987,4.02,,Action - Arcade,"Dig Dug is a maze arcade game developed and released by Namco in 1982. The player controls the titular character, who must eliminate all of the enemies on the screen by pumping them up with air until they explode or causing rocks to fall on them. The game was published by Atari, Inc. in North America and Europe. It runs on Namco Galaga arcade hardware.",https://images.launchbox-app.com/e0267af9-223a-4025-935e-9f913b15d3c3.jpg
Jinks,1989,4,,Action - Arcade,,https://images.launchbox-app.com/31c02319-6c5c-4b81-a5b0-6e93c1366da5.jpg
Alien Brigade,1990,4,,Action - Shooter - Light Gun,"Alien Brigade is a horizontally-scrolling shooting gallery game released by Atari Corporation in 1990 for the Atari 7800. Similar in style to Operation Wolf, Alien Brigade tells the story of a soldier battling with alien invaders that take over the bodies of fallen soldiers.",https://images.launchbox-app.com/ab457746-04c9-4375-b0f8-539ccb40c9fc.jpg
KLAX,2002,4,,Puzzle - Matching,"Klax is a 1990 puzzle video game designed by Dave Akers and Mark Stephen Pierce. The object is to line up colored blocks into rows of similar colors to make them disappear, to which the object of Columnsis similar. Atari Games originally released it as a coin-op follow up to Tetris, about which they were tangled in a legal dispute at the time. Released in the summer of 1990, it is also known for being the last game ever to be released on the Atari 2600 before the console was discontinued in early 1992.",https://images.launchbox-app.com/f6c8e565-3f5f-4868-bd17-2f8d91099251.jpg
Centipede,1987,3.98,,Action - Shooter - Shoot-'Em-Up - Vertical,"Centipede is a vertically oriented fixed shooter arcade gameproduced by Atari, Inc. in June 1981. The game was designed by Dona Bailey and Ed Logg. It was one of the most commercially successful games from the video arcade's golden age. The player fights off centipedes, spiders, scorpions and ants, completing a round after eliminating the centipede that winds down the playing field.",https://images.launchbox-app.com/566c4138-f706-4b1c-92ca-f48ccec3f06a.jpg
Asteroids,1986,3.96,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Asteroids is a space-themed multidirectional shooter arcade gamedesigned by Lyle Rains, Ed Logg, and Dominic Walsh and released in November 1979 by Atari, Inc. The player controls a single spaceship in an asteroid field which is periodically traversed by flying saucers. The object of the game is to shoot and destroy the asteroids and saucers, while not colliding with either, or being hit by the saucers' counter-fire. The game becomes harder as the number of asteroids increases.",https://images.launchbox-app.com/6efb389c-055d-4309-8a6f-37026ac6b7fa.jpg
Ace of aces,1988,3.93,,Simulation - Flight - Combat,"Ace of Aces is a combat flight simulator developed by Artech Digital Entertainment and published in 1986 by three different companies: Accolade, U.S. Gold, and Tiertex Design Studios. It was released for the Amstrad CPC, Atari 8-bit family, Atari 7800, Commodore 64, MSX, MS-DOS, Master System, and ZX Spectrum. Set in World War II, the player flies a RAF Mosquito long range fighter-bomber equipped with rockets, bombs and a cannon. Missions include destroying German fighter planes, bombers, V-1 flying bombs, U-boats, and trains. In 1988 Atari Corporation released a version on cartridge styled for the then-new Atari XEGS.",https://images.launchbox-app.com/d46932f1-0802-483a-9c30-29f47b7e5b43.jpg
Donkey Kong Junior,1988,3.91,,Action - Platformer - 2D,"Donkey Kong Jr. is a 1982 platform game that was released by Nintendo. It is the sequel to Donkey Kong, which featured Mario as the hero and Donkey Kong Junior's father as the villain; the roles are reversed here. It first appeared in arcades, and, over the course of the 1980s, was released for a variety of home platforms. The game's title is written out as Donkey Kong Junior in the North American arcade version and various ports to non-Nintendo systems.",https://images.launchbox-app.com/6002bcbc-d341-4455-bf6e-322cc6b09e06.jpg
Galaga,1987,3.9,,Action - Shooter - Shoot-'Em-Up - Vertical,"Galaga, pronounced /ɡælʌɡə/, is a Japanese arcade gamedeveloped and published by Namco Japan and by Midway in North America in 1981. It is the sequel to 1979's Galaxian. The gameplay of Galaga puts the player in control of a spacecraft which is situated at the bottom of the screen, with enemy aliens arriving in formation at the beginning of a stage, either trying to destroy, collide with, or capture the spaceship, with the player progressing every time alien forces are vanquished.",https://images.launchbox-app.com/26d3e448-34f8-4595-b3f6-835521267b65.jpg
Mario Bros.,1987,3.9,,Action - Platformer - 2D,"Mario Bros. is a platform game published and developed for arcades by Nintendo in 1983. It was created by Shigeru Miyamoto. It has been featured as a minigame in all of the Super Mario Advanceseries and numerous other games. Mario Bros. has been re-released for the Wii's, Nintendo 3DS's, and Wii U's Virtual Console services in Japan, North America, Europe and Australia. It has also been re-released through Nintendo Switch Online.",https://images.launchbox-app.com/4526e9b4-e91c-4878-9017-8bd2270c9fb3.jpg
Robotron: 2084,1987,3.83,,Action - Shooter - Shoot-'Em-Up - Top-Down,"Robotron: 2084 (also referred to as Robotron) is an arcade video game developed by Eugene Jarvis and Larry DeMar of Vid Kidz and released by Williams Electronics (part of WMS Industries) in 1982. It is a shoot 'em up with two-dimensional graphics. The game is set in the year 2084 in a fictional world where robots have turned against humans in a cybernetic revolt. The aim is to defeat endless waves of robots, rescue surviving humans, and earn as many points as possible.",https://images.launchbox-app.com/7f9cb211-814a-434f-a874-5fb41aeb5163.jpg
Ninja Golf,1990,3.83,,Sports - Individual - Golf - Arcade,"Ninja Golf is an Atari 7800 video game developed by Blue Sky Software which combines scrolling beat 'em up and golf gameplay. Released in 1990, it was one of the final eleven games Atari Corporation released in 1990-91 for the 7800 before dropping support for the system.",https://images.launchbox-app.com/11482fa2-6315-4da3-aba0-3997ba06b768.jpg
Motor Psycho,1990,3.83,,Racing - Arcade - Automobile,,https://images.launchbox-app.com/2728e23c-d72b-48ef-8d02-c83a4429d687.jpg
Water Ski,1988,3.8,,Racing - Arcade - Other,,https://images.launchbox-app.com/0f80dc81-a258-4d7a-9d1a-0841e7b577a3.jpg
